project_url
https://github.com/GuillermoFabian/llm-end-to-end-app/tree/main
https://github.com/ArturGR3/food_search_RAG
https://github.com/aleksandr-dzhumurat/leaf-bro
https://github.com/hwting1/LLM-Zoomcamp-Project
https://github.com/thorstenfoltz/llm_rag
https://github.com/maks36-dev/llm-chatbot
https://github.com/bsacli/CustomerAssistRAG.git
https://github.com/luiscs-dev/llm_rag_chess
https://github.com/hanaahammad/HH-LLM-Project
https://github.com/VladKha/kaggle-competition-assistant/tree/main
https://github.com/dbeta95/pdf-papers-assistant-project/tree/master
https://github.com/tzhsu211/llm-zoomcamp/tree/main/07--project
https://github.com/aashalabi/tek_buddy
https://github.com/gzcarlos/banksa
https://github.com/julie1/Find-a-Doctor
https://github.com/atishgautam07/investiq-qna-rag
https://github.com/AMaldu/interview_preparation_bot
https://github.com/Moris0n/HypnoQ
https://github.com/Alexander-Heinz/vdi_chatbot
https://github.com/antihaddock/llm-zoomcamp-assessment
https://github.com/EstifanosTeklay/NBEDirectivesAssist
https://github.com/milanimcgraw/Nutrition-Facts-Chat-Assistant/tree/main
https://github.com/TimBeckerAachen/job-search-application
https://github.com/mac2bua/ai-driving-theory-teacher/tree/main
https://github.com/ArkadiyShuvaev/llm-zoomcamp-smart-mail
https://github.com/Sampayob/rag-youtube-titles-generator
https://github.com/sagardampba2022w/Knowledge_Assistant
https://github.com/marc-soler/health-assistant
https://github.com/XiaoLirui/LLM_Project
https://github.com/lbdlbdlbdl/philosophy-rag
https://github.com/Dannycesp/datascience_rag_bot
https://github.com/seacevedo/rekt_qa_system
https://github.com/agutiernc/contributor_assistant
https://github.com/Mani1213/LLM-Zoomcamp.git
https://github.com/romanaumov/YouTube-Browser
https://github.com/PerisN/Healthcare-QandA-System
https://github.com/rzabolotin/nz-visa-assistant
https://github.com/mj-ml/llm-shop-assistant
https://github.com/Enzoherewj/RAG-chatbot
https://github.com/Abhisheknakka/datatalks-final-project
https://github.com/Blaqadonis/my_rag_project/tree/main/course_project
https://github.com/thanhnhatt29/Movies_Assistant
https://github.com/Avyukth/open-llm-rag
