,,,,
1,reviewer_hash,project_hash,commit,project_url
,,,,
2,5d40dc141a1a70883551f506ae1990b6f386122c,95e0ab7f1529b32aaa60fca9dcbadbd772556a2b,d4f8d04,https://github.com/moro23/ml_generator_failure_detection
3,5d40dc141a1a70883551f506ae1990b6f386122c,722366d8b29ece9be3a7605363562c7c60d6918e,fc48154,https://github.com/kmue/mlbookcamp-capstone
4,5d40dc141a1a70883551f506ae1990b6f386122c,8eeefba89aed8a72e5abd295e5f07aa02dae98b0,f9228b6,https://github.com/gregorywmorris/MLZoom2022/tree/main/capstone-1
5,dc8eb74168085a61c0b81b8873c0009899988968,37b239d6e31a884f3796b68d275870a336bdbbfe,3ccf29f,https://github.com/dajebbar/mlzoomcamp-capstone1
6,dc8eb74168085a61c0b81b8873c0009899988968,ee61db5fd9bcfb636b94e28d862c0f06c647b8e5,62fafc7,https://github.com/Mostafa-Elseidy/Machine-Learning-Zoomcamp/tree/main/Capstone_1
7,dc8eb74168085a61c0b81b8873c0009899988968,20daca65a03ff75dfb6ca0ced289f6d2188a0ecb,8f6a69d,https://github.com/harg74/ML_ZoomCamp_2022/tree/main/capstone_project_one
8,3da4c031d7f3d90675f5f87b6ec826d0962ca4f0,5c2e4c2aa1222e48b559d345029a10398d0cc9dc,e32b86b,https://github.com/tanyashagova/roasted-coffee-been-classification
9,3da4c031d7f3d90675f5f87b6ec826d0962ca4f0,8e3b6fdc65fc103178da215b596a0d3d23c02880,96de151,https://github.com/yuliyagk/capstone1
10,3da4c031d7f3d90675f5f87b6ec826d0962ca4f0,674e865cdc73de66e1a6d2f189e92dad9014475b,7760349,https://github.com/alejomaar/Machine-Learning-Zoomcamp/tree/main/Capstone%201
11,45ee6f7c40e3e326f8c309258b0bfff4469e7a93,b00d0c28b6c117016aac99c8233b9ff23e674fac,dc496ff,https://github.com/DonAvery/customer-marketing-project
12,45ee6f7c40e3e326f8c309258b0bfff4469e7a93,71e90ffd8a30519d136daf13309a8471bf87f1d8,510dc27,https://github.com/RomuloPagnozzi/mlzoomcamp-project
13,45ee6f7c40e3e326f8c309258b0bfff4469e7a93,0b1d0018ad496a5bd7db2db2efe4cf4b22643f17,7045726,https://github.com/douglas-dm9/xgboost-regressor-AWS-Lambda
14,537ce81fba20f8835d543d089ed8b9df8b96813c,63a38f627c2a07915a4d2ac4be0e04aec5fa6244,1b22140,https://github.com/mary435/kitchenware_classification.git
15,537ce81fba20f8835d543d089ed8b9df8b96813c,3beb999f136c5ed491ca5933b67ca128d2dc8479,c1ba167,https://github.com/jvscursulim/mlzoomcamp_capstone_project
16,537ce81fba20f8835d543d089ed8b9df8b96813c,5c2e4c2aa1222e48b559d345029a10398d0cc9dc,e32b86b,https://github.com/tanyashagova/roasted-coffee-been-classification
17,a398e8a43d079b60c155539f5802570901d0328f,45ee6f7c40e3e326f8c309258b0bfff4469e7a93,05b486f,https://github.com/PatrickCmd/mlzoomcamp-capstone-project-1
18,a398e8a43d079b60c155539f5802570901d0328f,0400f4e800dae9f4ac786106bd1bfe2cfb2fadb5,a5cb928,https://github.com/rizdiaprilian/MLZoomcamp_2022/tree/master/Project_1
19,a398e8a43d079b60c155539f5802570901d0328f,04dfc27a4ba5ce081e04c4586f9d3f0a5bb29dc4,7de1245,https://github.com/KevsDe/amz_reviewd_classificator
20,0e578c9bbfeb4b39d7406353c90a400fe6ff0e37,5242b8c96e4c066e34def26459d6578a6a14ace9,7fe9872,https://github.com/Arcangis/card_identification
21,0e578c9bbfeb4b39d7406353c90a400fe6ff0e37,5d40dc141a1a70883551f506ae1990b6f386122c,2cb2bff,https://github.com/JesusAcuna/Date_Fruit_Classification_Keras
22,0e578c9bbfeb4b39d7406353c90a400fe6ff0e37,f16a366f2ba8c525df5c1dfe3f422930dc2cc676,485511d,https://github.com/JavierMoraga1/capstone_project
23,a32a70964836b3563b0612e746fb63ac03f693f9,524bb92b8c2cfe0182117fc5482534c0b4538029,b605d3b,https://github.com/ChanTheDataExplorer/mlzoomcamp_capstone1_chan
24,a32a70964836b3563b0612e746fb63ac03f693f9,37ee242cc0136ec47502c8e5af75086a2e9a239b,ea6729f,https://github.com/clamytoe/kitchenware_classifier
25,a32a70964836b3563b0612e746fb63ac03f693f9,8e3b6fdc65fc103178da215b596a0d3d23c02880,96de151,https://github.com/yuliyagk/capstone1
26,37b239d6e31a884f3796b68d275870a336bdbbfe,c1b1590b5e24d4316d48c319f43d5f5cbddf3782,8a7098c,https://github.com/aminakhmetov/aminakhmetov/tree/main/ML-ZoomCamp/Capstone%20Project
27,37b239d6e31a884f3796b68d275870a336bdbbfe,32296c7f940b3505c2a810c78798424d9805b8fd,9043759,https://github.com/deen360/Paris-housing-prediction
28,37b239d6e31a884f3796b68d275870a336bdbbfe,3cf77b8d03202861f0aaa6c52749592799e67262,08ad83c,https://github.com/antihaddock/mlbookcamp_assignment2
29,3196fdabf8908c0b88628b2aa92f4699208ff856,33c758c79e25bc8d5c2266055a03797139adc88f,8b16ab8,https://github.com/kyokai/mlzoomcamp-capstone-1
