,,,,
1,reviewer_hash,project_hash,commit,project_url
,,,,
2,5d40dc141a1a70883551f506ae1990b6f386122c,37b239d6e31a884f3796b68d275870a336bdbbfe,1dd6099,https://github.com/dajebbar/mlzoomcamp-capstone2
3,5d40dc141a1a70883551f506ae1990b6f386122c,299a703f95054510e0a09d1e7ba1db6615502f7a,5044482,https://github.com/ngalkov/mlzoomcamp_capstone
4,5d40dc141a1a70883551f506ae1990b6f386122c,d4e600afb48004144a999213907aaaa10a3d3768,90f36e4,https://github.com/gabrielorce/mlbookcamp2022-capstone2
5,d6faf2dcd92d432d55b3bae8ab2ca997d5c41189,120062bb860e153a6e684e5576d21f4d272b7674,b779d25,https://github.com/ElenaNKn/ml-zoomcamp-solutions/tree/master/third_final_project
6,d6faf2dcd92d432d55b3bae8ab2ca997d5c41189,674e865cdc73de66e1a6d2f189e92dad9014475b,8b2566d,https://github.com/alejomaar/google-arts-and-culture
7,d6faf2dcd92d432d55b3bae8ab2ca997d5c41189,998e2c70003905c67eb8be90714541ef64bc88cd,84d4186,https://github.com/praveenbalijepalli/mlzoomcamp-capstone-project1
8,8a20e4581f0ad41ee67a743849ea1345578461fa,0400f4e800dae9f4ac786106bd1bfe2cfb2fadb5,46cc93f,https://github.com/rizdiaprilian/MLZoomcamp_2022/tree/master/Project_2
9,8a20e4581f0ad41ee67a743849ea1345578461fa,c1a5227c729490ad65b24cfeb4b80bb9844c2647,1a787a4,https://github.com/darkcorpd/ml-zoomcamp/tree/main/kitchenware-classification
10,8a20e4581f0ad41ee67a743849ea1345578461fa,c590eefff0d65f2ebddfe8e0fcaa04d83cb3df20,3e6f45e,https://github.com/angelineolapa/New_Exporter_Success
11,537ce81fba20f8835d543d089ed8b9df8b96813c,efeb0d418454023a6540357174afa260366bf120,12a6dd5,https://github.com/JustBearMe/datatalksclub_mlzc_capstone2
12,537ce81fba20f8835d543d089ed8b9df8b96813c,5adee8d45a20ee30cbdd7efb131f670647a6d1bc,5fe0cf0,https://github.com/yegireddihemanth/MLZoomcamp2022.git
13,537ce81fba20f8835d543d089ed8b9df8b96813c,7a3687e357cf8da3207da19d73001af15a6a98ce,8a5da5d,https://github.com/danannisar/flower_classification
14,120062bb860e153a6e684e5576d21f4d272b7674,998e2c70003905c67eb8be90714541ef64bc88cd,84d4186,https://github.com/praveenbalijepalli/mlzoomcamp-capstone-project1
15,120062bb860e153a6e684e5576d21f4d272b7674,95e0ab7f1529b32aaa60fca9dcbadbd772556a2b,27b6981,https://github.com/moro23/dl_Maize_Disease_Classification
16,120062bb860e153a6e684e5576d21f4d272b7674,d6faf2dcd92d432d55b3bae8ab2ca997d5c41189,43ed21d,https://github.com/dheerajkarra/ML_Engineering/tree/main/Capstone_Project
17,7d770591541ed4c4968cd16e9d479ddbcabbe589,4ac73c8e11b464ae895b7852f67e43cf45ea07f5,c66c384,https://github.com/xtbtds/brain_tumor_classification_mlzoomcamp
18,7d770591541ed4c4968cd16e9d479ddbcabbe589,d27453bed4d12a51f3dae28c325c4c60e5e47e11,a9eff91,https://github.com/adamorad/capstoneprojectml
19,7d770591541ed4c4968cd16e9d479ddbcabbe589,d9c94428a7d12aac8dd46dd4fa0a686f1518fccd,a65bdce,https://github.com/K0nkere/dice-detection-project.git
